String Index	日本語修正	日英対訳	Text	Name
GriezIntroGossip1	50\n今、この砂漠でどうして街が無事なの\nか、不思議に思ってるだろ。街の守備\n兵は何もしてないぜ。あいつら、どう\nいうわけか宮殿にこもって出てこねえ\nからな。\n \n俺達傭兵部隊が、ジェリンに雇われて\n街を守ってんのさ。値段は安かぁない\nが、ここらの荒野で俺達の右に出る奴\nぁいねえ。\n	50\n今、この砂漠でどうして街が無事なの\nか、不思議に思ってるだろ。街の守備\n兵は何もしてないぜ。あいつら、どう\nいうわけか宮殿にこもって出てこねえ\nからな。\n \n俺達傭兵部隊が、ジェリンに雇われて\n街を守ってんのさ。値段は安かぁない\nが、ここらの荒野で俺達の右に出る奴\nぁいねえ。\n	50\n今、この砂漠でどうして街が無事なの\nか、不思議に思ってるだろ。街の守備\n兵は何もしてないぜ。あいつら、どう\nいうわけか宮殿にこもって出てこねえ\nからな。\n \n俺達傭兵部隊が、ジェリンに雇われて\n街を守ってんのさ。値段は安かぁない\nが、ここらの荒野で俺達の右に出る奴\nぁいねえ。\n	58\nI'll bet you wonder how this town \nmanages to stay safe with all the \ntrouble going on out in the desert. \nWell, I can tell you that it's got nothing \nto do with the local town guards... \nthey're all in the palace for some \nreason.\n \nJerhyn hired me and my mercenaries to \nhelp keep the peace around here. We're \nnot cheap, but we're the best this \nwasteland has to offer.\n
GriezGossip1	82\n俺たちが守るのは街の中だけだ。門の\n外は魔物の縄張りだぜ。\n	82\n俺たちが守るのは街の中だけだ。門の\n外は魔物の縄張りだぜ。\n	82\n俺たちが守るのは街の中だけだ。門の\n外は魔物の縄張りだぜ。\n	85\nWe do a good job in town, but beyond \nthe city gates, you'll find all manner of \ndemons.\n
GriezGossip2	40\n騒動が始まった途端、守備兵はみんな\n宮殿に引っ込んじまった。理由は知ら\nねえよ。街中の商売女も残らず宮殿の\n地下室に避難したから、体張って女ど\nもを「守って」やってんだろ。\n	40\n騒動が始まった途端、守備兵はみんな\n宮殿に引っ込んじまった。理由は知ら\nねえよ。街中の商売女も残らず宮殿の\n地下室に避難したから、体張って女ど\nもを「守って」やってんだろ。\n	40\n騒動が始まった途端、守備兵はみんな\n宮殿に引っ込んじまった。理由は知ら\nねえよ。街中の商売女も残らず宮殿の\n地下室に避難したから、体張って女ど\nもを「守って」やってんだろ。\n	52\nThe local guards were all relocated to \nthe palace after the troubles began. No \none really knows why. Actually, all of \nthe town's brothel girls have been \nhiding out in the palace's cellar lately, \nso I assume that the guards have been \nassigned to 'protect them' with their \nlives.\n
GriezGossip3	73\nウチのを何人かつけてやってもいいぜ。\nカネさえありゃ、全軍でもな。\n	73\nウチのを何人かつけてやってもいいぜ。\nカネさえありゃ、全軍でもな。\n	73\nウチのを何人かつけてやってもいいぜ。\nカネさえありゃ、全軍でもな。\n	75\nI might spare you a few of my men. \nWhy, enough gold can muster an army.\n
GriezGossip4	61\nジェリンはこの交易都市の新しい領主\nだ。歳は若いが、仕事の方はなかなか\nのもんだね。あの宮殿見りゃわかるだ\nろ。\n	61\nジェリンはこの交易都市の新しい領主\nだ。歳は若いが、仕事の方はなかなか\nのもんだね。あの宮殿見りゃわかるだ\nろ。\n	61\nジェリンはこの交易都市の新しい領主\nだ。歳は若いが、仕事の方はなかなか\nのもんだね。あの宮殿見りゃわかるだ\nろ。\n	61\nJerhyn's got a nice little trading post \ngoing here. Despite his youth, he is a \nclever businessman. As you can see by \nthat palace, he's done quite well for \nhimself.\n
GriezGossip5	95\nで、こうして俺らが街を守ってるんだ\nが、ジェリンの奴ぁまだ何か隠してそ\nうだな。\n	95\nで、こうして俺らが街を守ってるんだ\nが、ジェリンの奴ぁまだ何か隠してそ\nうだな。\n	95\nで、こうして俺らが街を守ってるんだ\nが、ジェリンの奴ぁまだ何か隠してそ\nうだな。\n	99\nWe're keeping the town safe and tight, \nbut I've got a hunch there's something \nJerhyn's not telling us.\n
GriezGossip6	40\nエルジックスは大した野郎だぜ。若い\n頃は、あいつの手下と何度もやりあっ\nたが、今じゃすっかり宿屋のオヤジだ。\n「デザート・レイン亭」が今の生き甲\n斐だとよ。\n	40\nエルジックスは大した野郎だぜ。若い\n頃は、あいつの手下と何度もやりあっ\nたが、今じゃすっかり宿屋のオヤジだ。\n「デザート・レイン亭」が今の生き甲\n斐だとよ。\n	40\nエルジックスは大した野郎だぜ。若い\n頃は、あいつの手下と何度もやりあっ\nたが、今じゃすっかり宿屋のオヤジだ。\n「デザート・レイン亭」が今の生き甲\n斐だとよ。\n	44\nAh, Elzix is quite a character. I had a \nfew run-ins with his band of outlaws in \nmy younger years. Now, he's as settled \nas the dunes out there. The Desert Rain \nInn is his pride and joy these days.\n
GriezGossip7	40\nアトマはいい女なんだが、家族を亡く\nしてからふさぎ込んでてなあ。今晩非\n番になったら、慰めに行ってやるか...\n	40\nアトマはいい女なんだが、家族を亡く\nしてからふさぎ込んでてなあ。今晩非\n番になったら、慰めに行ってやるか...\n	40\nアトマはいい女なんだが、家族を亡く\nしてからふさぎ込んでてなあ。今晩非\n番になったら、慰めに行ってやるか...\n	53\nAtma seems to be a fine woman. But I'm \nsure the loss of her family has made \nher lonely. Perhaps I should go over \nand console her when I get off duty \ntonight...\n
GriezGossip8	72\nゲグラッシュはいい戦士なんだが、押\nすばっかりで退くことを知らねえ。敵\nに突っ込んで戦死するのが夢らしいや。\n\n	72\nゲグラッシュはいい戦士なんだが、押\nすばっかりで退くことを知らねえ。敵\nに突っ込んで戦死するのが夢らしいや。\n\n	72\nゲグラッシュはいい戦士なんだが、押\nすばっかりで退くことを知らねえ。敵\nに突っ込んで戦死するのが夢らしいや。\n\n	72\nGeglash is an imposing warrior, but he's \nnever been able to back down from a \nfight. One of these days, his pride will \nbe the death of him.\n
GriezGossip9	63\nメシフは南洋を駆けめぐってきた海の\n男だ。こんなとこにずっと停泊してた\nら、たまんねえだろうな。\n	63\nメシフは南洋を駆けめぐってきた海の\n男だ。こんなとこにずっと停泊してた\nら、たまんねえだろうな。\n	63\nメシフは南洋を駆けめぐってきた海の\n男だ。こんなとこにずっと停泊してた\nら、たまんねえだろうな。\n	67\nMeshif has sailed all around the \nsouthern seas and visited many \nstrange lands. It must be driving him \nmad, having to stay anchored here.\n
GriezGossip10	70\nファラとはあんまり、馴染みがねえな\nあ。たいがい１人でいるしな。俺達み\nたいな傭兵は、好かねえようだな。\n	70\nファラとはあんまり、馴染みがねえな\nあ。たいがい１人でいるしな。俺達み\nたいな傭兵は、好かねえようだな。\n	70\nファラとはあんまり、馴染みがねえな\nあ。たいがい１人でいるしな。俺達み\nたいな傭兵は、好かねえようだな。\n	70\nI haven't talked much to Fara. She \nkeeps to herself most of the time. I get \nthe feeling that she doesn't like us \nmercenary types much.\n
GriezGossip11	73\nライサンダーにゃ近づかねえ方が身の\nためだ。いつも変な薬を混ぜ合わせて\nる、変なジジイさ。そのうち自分の体\nを吹っ飛ばすぜ！\n	73\nライサンダーにゃ近づかねえ方が身の\nためだ。いつも変な薬を混ぜ合わせて\nる、変なジジイさ。そのうち自分の体\nを吹っ飛ばすぜ！\n	73\nライサンダーにゃ近づかねえ方が身の\nためだ。いつも変な薬を混ぜ合わせて\nる、変なジジイさ。そのうち自分の体\nを吹っ飛ばすぜ！\n	73\nI'd stay clear of Lysander, if I were you. \nHe's always mixing his damned potions \nand chemicals. I wouldn't be surprised \nif he winds up blowing himself to \nsmithereens!\n
GriezGossip12	85\nドログナンは不思議な奴だよ。どのみ\nち魔道師は信用ならねえが。\n	85\nドログナンは不思議な奴だよ。どのみ\nち魔道師は信用ならねえが。\n	85\nドログナンは不思議な奴だよ。どのみ\nち魔道師は信用ならねえが。\n	85\nDrognan's a mystery to me. Then again, \nI never did trust mages much.\n
ElzixIntroGossip1	55\nあんた...腕が立ちそうだな。\n \n俺も昔ぁ、結構鳴らしたもんだよ。荒\nくれ山賊を引き連れて、この辺一帯を\n震え上がらせてな。\n \nもっとも今じゃ宿屋の亭主で、モメ事\nにゃ縁がねえ。\n \n俺の冒険は終わったわけさ。\n	55\nあんた...腕が立ちそうだな。\n \n俺も昔ぁ、結構鳴らしたもんだよ。荒\nくれ山賊を引き連れて、この辺一帯を\n震え上がらせてな。\n \nもっとも今じゃ宿屋の亭主で、モメ事\nにゃ縁がねえ。\n \n俺の冒険は終わったわけさ。\n	55\nあんた...腕が立ちそうだな。\n \n俺も昔ぁ、結構鳴らしたもんだよ。荒\nくれ山賊を引き連れて、この辺一帯を\n震え上がらせてな。\n \nもっとも今じゃ宿屋の亭主で、モメ事\nにゃ縁がねえ。\n \n俺の冒険は終わったわけさ。\n	61\nHmm... You look like a sturdy \nadventurer.\n \nYou know, I used to be quite the \nscoundrel in my day. I led the fiercest \ngroup of bandits who ever terrorized \nthese sands!\n \nNowadays, I run this here Inn and \npretty much stay out of trouble.\n \nMy days of adventuring are behind me.\n
ElzixIntroNecGossip1	40\nあんた、魔物退治に来た勇者様だな。\nちょっと前なら、あんたみたいなのを\n見たら驚いただろうが、最近は珍しく\nもねえ。\n \n俺も昔ぁ、結構鳴らしたもんだよ。荒\nくれ山賊を引き連れて、この辺一帯を\n震え上がらせてな。\n \n今じゃ宿屋の亭主で、モメ事にゃ縁が\nねえ。\n \n俺の冒険は終わったわけさ。\n	40\nあんた、魔物退治に来た勇者様だな。\nちょっと前なら、あんたみたいなのを\n見たら驚いただろうが、最近は珍しく\nもねえ。\n \n俺も昔ぁ、結構鳴らしたもんだよ。荒\nくれ山賊を引き連れて、この辺一帯を\n震え上がらせてな。\n \n今じゃ宿屋の亭主で、モメ事にゃ縁が\nねえ。\n \n俺の冒険は終わったわけさ。\n	40\nあんた、魔物退治に来た勇者様だな。\nちょっと前なら、あんたみたいなのを\n見たら驚いただろうが、最近は珍しく\nもねえ。\n \n俺も昔ぁ、結構鳴らしたもんだよ。荒\nくれ山賊を引き連れて、この辺一帯を\n震え上がらせてな。\n \n今じゃ宿屋の亭主で、モメ事にゃ縁が\nねえ。\n \n俺の冒険は終わったわけさ。\n	48\nAh... You must be one of the new \nheroes who've come to rid our city of \nevil. Under any other circumstances, I'd \nbe surprised to see one of your kind in \nthe city. But lately... Oh, never mind all \nthat...\n \nYou know, I used to be quite the \nscoundrel in my day. I led the fiercest \ngroup of bandits who ever terrorized \nthese sands!\n \nNowadays, I run this here Inn and \npretty much stay out of trouble.\n \nMy days of adventuring are behind me.\n
